,title,funder,investigator,abstract,funding_amount_usd,start_year,end_year
0,Orthogonal Chip Based Electronic Sensors for Chemical Agents,United States Department of the Air Force,to Sanjay Patel,"Recent years have seen a shift in threats to US national security. Today increasing focus for national security is management of terrorist activities. Deliberately exposing a civilian population to chemicals and explosives to cause harm represents a looming terrorist threat. Early detection and identification is a difficult but essential element to minimizing the threat. The Seacoast Science/University of California San Diego team believes that a successful portable real time chemical detector must contain a suite of sensor technologies. Thus the ultimate goal with this program is to incorporate multiple miniature sensing technologies into a single portable unit. Individually any one technology may fall short, but used in concert many of their technical limitations are eliminated. We feel that this is the solution to the selectivity and reliability problems that plague most sensor systems. This technique will combine the strengths of the existing independent and uncorrelated detection technologies and minimize their weaknesses. The concept is simple but implementation will be very challenging and we believe this combination works well with the DOD STTR because the research to be carried out requires an interdisciplinary approach in which physicists, materials scientists, chemists and engineers collaborate, from academia and business, toward the same aim. BENEFIT: Key benefits of this program are related to the technical achievements and potential product for military applications. The technical work will lead to further advances in multi-dimensional, multi-technology solutions to difficult chemical detection problems. False alarms, lack of selectivity, and lack of sensitivity plague current technologies. Seacoast""s approach combines a preconcentrator, to achieve high sensitivity and multiple sensing technologies, to fill coverage gaps and improve selectivity and lower false alarm probability. The finished product will allow military user to have a reliable, hand-held, lightweight detector for detecting vapors from CWAs and explosive materials. The resulting system could be deployed with warfighters, unmanned robotic systems, by medical personnel, and first responders. The modular design and ability to tune the sensor chips to specific target chemical classes means the device can easily be adapted to civilian or industrial detection applications.less","750,000",2009,2010
0,High frequency (HF) direction-finding (DF) system based on an array of high-Tc superconducting quantum interference devices (SQUIDs),United States Department of the Air Force,to Stuart Berkowitz,"ABSTRACT: In Phase II, we will fabricate a SQUID array antenna. We will develop cryopackaging and control electronics for these devices. We integrate the device onto a cryocooler and build a laboratory prototype. We will then have all of the building blocks to build a fieldable prototype in Phase III. BENEFIT: Military Application: Microwave Communication Systems for ISR. Commercial Application: Magnetometer technology, such as satellite communications and biomagnetic detectors for magnetocardiography (MCG)less","750,000",2013,2015
0,Spatial Cohernce of Phase-Coupled Cortical Oscillations,United States Department of the Navy,to Terrence Senjnowski,Abstract The goal of this research is to understand the spatial dynamics of oscillatory states of the cortex and the consequences of traveling and spiral waves in the gamma band for communication between cortical areas. This will be accomplished by analyzing data from cortical recordings and developing extended cortical models that will allow us to explore the implications of this new dynamic view of gamma oscillations. Three issues regarding phase coupling of brain oscillations will be examined here: 1) Gamma phase shifts across the cortex: What is the spatial organization of gamma oscillations across the cortical surface? 2) Dynamics in a 2-D model of interacting cortical columns. How do the spatial patterns observed in the cortex arise from interactions between neighboring cortical columns? 3) Impact of cortical feedback: How is information transmission between two cortical layers affected by the relative phases of their local gamma band oscillations?less,"750,000",2016,2017
0,Responsive Skin-Worn Detection-Treatment System,Defense Threat Reduction Agency,to Joseph Wang,"An effective response to chemical and biological agents requires rapid detection and efficient decontamination. The faster a threat is decontaminated from the skin, the lesser it will penetrate, and cause damage. Innovative research in skin protection and timely decontamination along with improved understanding of agent-skin interactions are thus paramount. The objective of this collaborative project is to develop, investigate and demonstrate effective and responsive wearable skin-worn ‘sense-act’ systems for fast detection and removal of chemical and biological threats. The new autonomous systems will combine the modalities of diagnostics and responsive therapy, in a feedback-loop approach, to enable timely countermeasure actions. Specifically, this project will pursue the following objectives: First, Skin-based ‘sense-act’ for chemical agents: wearable epidermal sensor will be developed to detect target chemical agents on the skin, and coupled to analyte-responsive charcoal-loaded hydrogel for removal of the chemical agents. Second, skin-based ‘sense-act’ for biological agents: epidermal biosensor will be developed to detect target biological agents on the skin, and coupled to release of therapeutic agents from liposomes that is triggered by the change in the biosensor response. Third, mechanistic studies on the interaction of chemical and biological agents with skin tissues. Study the morphological and pathological response of the skin to the agents and the dermal absorption of such agents.less","750,000",2016,2020
0,The Science of Light Generation from Quantum Coherent Electron Transport (QCET),United States Department of the Navy,to Zhaowei Liu,"The Science of Light Generation from Quantum Coherent Electron Transport (QCET)AbstractHow to generate light is not only fundamen""tally important but also practically valuable for many applications. In this proposed research, we aim to investigate a new light ge""neration mechanism associated with electron transport in quantum conductors. It is understood that any developmental items and speci""ally designed parts, components, accessories and attachments fabricated under any Department of Defense award resulting from this pr""""oposal are being developed for both civil and military applications."""" -less","750,000",2017,2018
0,Hippocampus as a generative circuit for predictive coding of future sequences (unable to locate Whit,United States Department of the Navy,to Terrence Sejnowski,"The interaction between hippocampus and cortex is key to the formation of long-term memories and abstract representation learning. T,he sequences of inputs experienced during the day is stored in the hippocampus and is replayed to the cortex during sleep as part of, the process of memory consolidation (Hayes, 2021). Based on anatomical wiring and transmission delays in the hippocampus, we propo,se to build a self-supervised predictive recurrent autoencoder neural network that can predict sequences of inputs. This framework e,xtends predictive coding in the time axis and incorporates predictive features in Bayes filters for temporal prediction. The researc,h goals of the proposal are 1) to use deep learning to create a predictive recurrent autoencoder of the hippocampus that can learn s,equences and to analyze the capacity and capabilities of the model; 2) to create predictive model of the hippocampus using the same,architecture as the deep learning model but with biologically plausible learning algorithms; and 3) to generalize the hippocampus mo,del to stacked autoencoder model for the neocortex. The consequences of this research are twofold: First, the proposed predictive r,ecurrent autoencoder neural network model can enhance existing deep learning networks and transformer models with long-term memory s,ystem; second, the predictive recurrent autoencoder with biologically plausible learning algorithms makes strong predictions for the, functions of neurons in different parts of the hippocampus that can be empirically tested.This research has the potential for high,impact by enhancing existing AI systems and others that the Navy is developing. Our proposed predictive recurrent autoencoder netwo,rk models are like co-processors for learning and generating sequences.less","750,000",2022,2025
0,YIP -Data Fusion for Broadband Geoacoustic Inversion,United States Department of the Navy,to Florian Meyer,"Abstract: The proposed research aims to characterize the undersea environment based on a large number of heterogeneous acoustic information sources. The considered scenario consists of various sensors that record acoustic data in a shallow water environment. Broadband acoustic signals, including noise emitted by large ships, breaking waves, or marine mammals, will be used for geoacoustic inversion (GI).The methodologies developed in this project will consistently combine or #fuse# acoustic data from different information sources in a Bayes framework and at a very attractive computational cost. Information sources can either be raw acoustic sensor data, preprocessing results of a linear filter, or the result of a GI preprocessing stage. Bayesian estimation will embed acoustic models of undersea sound propagation. While a large variety of methodological approaches for GI are available in the literature, little attention has been paid to data fusion and scalability of computational complexity. This project will push the envelope of undersea environment characterization by addressing these limitations. It relies on the framework of graph-based Bayesian estimation and will develop critical innovations in the following three research areas (RAs).# RA 1, #Fundamental Limits of Data Fusion for GI# will apply recent results on Fisher information analysis to the uncertain ocean acoustic environments of real GI experiments. The resulting uncertainty characterization will provide essential insights into error sensitivity and error propagation in GI problems.# RA 2, #Model-Based Data Fusion for GI# will introduce graph-based Bayesian methods for undersea environment characterization that can consistently combine information provided by heterogenous data sources and that are scalable in the sense that their performance improves with a growing number of sensors while their computational cost remains feasible.# RA 3, #Learning-Aided Data Fusion for GI# will introduce truly novel GI methods where operations performed by graph-based Bayesian estimation are enhanced by a graph neural network (GNN). The GNN is either trained with annotated real data or synthesized data from undersea acoustic models.The main innovation of this project is that GI based on heterogeneous data sources will be performed in an overarching Bayesian framework combined with deep learning. This holistic approach is expected to improve undersea environmental characterization. Future Naval Relevance: Innovation resulting from this project are novel methods for GI that substantially improve the performance of marine sensing systems and thus lead to tangible advantages across multiple naval applications. In particular, the proposed research aims at developing capabilities that can potentially be implemented at large scales and provide an undersea environmental characterization at high resolution.Datasets: For performance evaluation, we will use datasets from ONR-funded projects. In particular, wewill use data collected during the shallow water evaluation cell experiment 1996 (SWellEx-96), the shallow water experiment 2006 (SW-06), and the seabed characterization experiment 2017 (SBCEX-17). These datasets are made available to the PI by the Marine Physical Laboratory. In all experiments, different acoustic arrays were deployed. In addition to broadband acoustic noise, e.g., as emitted by large cargo ships, tonal and broadband acoustic signals are projected by acoustic sources that have been towed by a research vessel.Approved for Public Releaseless","750,000",2023,2026
0,Low Cost Composite Structure with Integral Radiation Shield for Hardening of EKV Electro-Optics Subsystems,Missile Defense Agency,to Matthew Thompson,"Future Exoatmospheric Interceptor Kill Vehicle (EKV) system upgrades and Kinetic Energy Interceptors (KEI) are expected to require nuclear radiation hardening of electro-optics subsystems. Lightweight, low cost, producible structural radiation shielding is needed to address this EKV and KEI nuclear radiation hardening issues. A phase I program was successfully completed to demonstrate the feasibility of a lightweight composite structure with integral nuclear radiation shielding materials for EKV structures and electro-optic subsystem hardening applications. Alternative radiation shielding high-z (atomic number) materials concepts, including tungsten particles and integral metallic foil liner materials integrated with graphite fiber reinforced polymer matrix composite structures, were evaluated analytically and experimentally for simulated x-ray environments. The metallic foil materials concept is based using the Metallic Intermetallic Laminates (MIL) technology patented by UCSD, a subcontract team partner for this project, and using high-z materials such as tantalum. A Phase II program is proposed to develop and demonstrate the integrated composite structure and radiation shielding materials approach. Integrated designs will be developed for representative EKV components such as the sensor sunshade, LDACS main structure, or ECU electronic enclosures. Radiation shielding materials concepts such as the tungsten loaded polymer matrix and tantalum MIL foils will be further developed and tested in simulated x-ray environments. A full-scale prototype EKV component structure will be fabricated and mechanical and simulated x-ray environment testing conducted to demonstrate the full-scale component performance.less","749,999",2005,2007
0,Sustainable Materials for Thermal Management of Base Camps,United States Department of the Army,to Velimir Jovanovic,"Hi-Z Technology, Inc. (Hi-Z) and the University of California San Diego propose to adapt Hi-Z""s innovative Quantum Well (QW) thermoelectric (TE) technology to develop a TE cooler for the Army""s base camp tents. The cooler is to be embedded in the flexibleless","749,998",2011,2012
0,High frequency direction-finding system based on high-Tc Ion-Damaged Josephson Junction SQUID arrays,United States Department of the Air Force,to Dimitri Kirichenko,"ABSTRACT: In this STTR phase II, HYPRES and University of California San Diego team will demonstrate a small size, weight and power Direction Finding (DF) system prototype based on SQUID array technology. High sensitivity, linearity, and wide bandwidth of SQUID arrays antenna sensors will be enable close spacing of smaller antennas even for high frequency (HF) range. Our SQUID array designs are based on highly linear bi-SQUID cells arranged into a 2-dimensional (2D) array using our patented coupling-junction synthesis technique. The 2D arrays are fabricated using high-temperature superconductor Ion Damaged Josephson junction fabrication process suitable for integration of large number of SQUID devices on a single chip. This affords the use of small size robust 70K cryocoolers and will make overall system suitable for airborne deployment. The HF DF system comprises of three antenna channels, each consisting of the bi-SQUID 2D array chip, a cold low noise amplifier, pre-amplifier and digital processing module. The entire system fits into a 12 x 5 x 4 cubic inch cryogenic package with an rf-transparent radome. It draws about 85 W power. BENEFIT: The SQUID array technology will be leveraged into several application areas: compact and energy-efficient direction finding and geolocation systems for wide frequency ranges, compact and extremely low noise receivers for satellite and deep space communications, low noise, high sensitivity biomedical imaging systems, secure point-to-point microwave links, biomagnetic sensors, and geomagnetic prospecting. The small footprint, low noise, high sensitivity, high linearity, high directivity and angular accuracy, wide bandwidth SQUID array systems can be installed on moving platforms as it allows maintaining practical pointing alignment of directional antennas while vehicles and aircraft platforms are in motion. It will fit into platform space limitations to allow the installation of the multiple systems enabling low profiles to maintain a small visual and radar target silhouette; fitting into limited electronics rack space; energy-efficient to meet power production limitations on a moving vehicle (motor driven generators).less","749,993",2012,2014
0,Dual-Output Broadband Linearized Modulator For Analog Photonic Links,Defense Advanced Research Projects Agency,to Suwat Taniyavarn,"Practical, low-cost, broadband 20GHz, high dynamic range, ""inear analog photonic links"" are needed in many DoD communications, radar, and surveillance applications. This effort is to develop a new type of linearized optical modulator for broadband multi-octave operation to be used to enhance the dynamic range of the wideband RF photonic link.less","749,992",2005,2007
0,Exploitable Physics for Recognition and Classification II,United States Department of the Air Force,to Greg Arnold,"ABSTRACT: The objective of this effort is to demonstrate innovative methods for deriving a sparse set of physical target features that can be used for exploitation of air-to-ground signature data collected from sensor systems including electro-optical, infrared, ladar, and radar. Current classification methods require near exact replication of the original imaging parameters, or extensive modeling in order to generalize the signature to novel operating conditions. By understanding the physical constraints on the target information, one can better construct and refine a classification system. In Phase I, we applied recent bounds, developed for electromagnetic scattering, to analyze optical wavelengths, and we now propose to develop and transition tools to use these bounds to explore feature salience, recognition, and classification. BENEFIT: The primary benefit of successful completion of this effort is improved exploitation systems wherein we can explicate why and where features are informative. This capability has numerous commercial applications in various business sectors such as defense, communication, and medical imaging.less","749,988",2014,2016
0,Radio Frequency (RF) Filter Tuning Element,United States Department of the Air Force,to Johana Yan,"To meet the requirements of the AF18A-T015 solicitation, MaXentric and University of California San Diego are proposing the development of a low loss, high linearity capacitor. The tunable capacitor target is a compact integrated design, capable of a tuning range up to 4:1, with a minimum Q of 80 at 4 GHz, and handling up to 20W CW. During phase I, UCSD studied a novel varactor structure to improve the high performance GaN varactors previously demonstrated. Experimental large area GaN on QST and GaN on GaN mesa diodes during Phase I have shown excellent performance reducing leakage as expected, with high yield and reproducible as-designed C-V characteristics. Switched bank of capacitors using GaN MMIC process have been studied by MaXentric. Trade-off results between Q, power handling, and tuning range have been studied. Depending on the targeted applications, the varactor alone or assisted by a switched bank of capacitors can be used. During Phase II, the team will fabricate varactors with appropriately narrow fin geometries, and provide tunable capacitors that will have a wide range of possible applications. Specific demonstrations will be done in band-pass or band-stop filters.less","749,985",2019,2021
0,THANOS: THz Ad-hoc Network-Operated System,United States Department of the Air Force,to Per Johansson,"The proposed solution has a novel adaptive antenna beamforming and beam-tracking solution for large scale array antennas necessary for extreme high frequency bands such as terahertz communication. The antenna beamforming solution is coupled with an efficient network topology management function to maintain an efficiently connected network as nodes move. The approach can work in concert with legacy omni-directional networks. Finally, a disruptive tolerant network routing solution is applied to the network to provide additional resilience during dynamic network conditions.less","749,936",2022,2024
0,Electrically-Small Superconducting Wide-Bandwidth Receiver,United States Department of the Air Force,to Oleg Mukhanov,"ABSTRACT: In this STTR phase II, HYPRES and University of California San Diego team will demonstrate a small size, weight and power, wideband (2 MHz to 2 GHz) receiver prototype based on SQUID array technology. Our SQUID array designs are based on highly linear bi-SQUID and SQUID cells arranged into a 2-dimensional (2D) array. The 2D arrays are fabricated using high-temperature superconductor Ion Damaged Josephson junction fabrication process suitable for integration of large number of SQUID devices on a single chip. This affords the use of small size robust 70 K cryocoolers and will make overall system suitable for airborne deployment. The wideband receiver prototype comprises a SQUID 2D array chip, a cold low noise amplifier, pre-amplifier to provide signal for modems. The entire system fits into a 11 x 5 x 4 cubic inch cryogenic package with an rf-transparent radome. It draws less than 45 W power. BENEFIT: The SQUID array technology will be leveraged into several application areas: compact and energy-efficient, extremely low noise receivers for satellite and deep space communications, low noise, high sensitivity biomedical imaging systems, secure point-to-point microwave links, biomagnetic sensors, and geomagnetic prospecting, receivers for direction finding and geolocation systems for wide frequency ranges. The small footprint, low noise, high sensitivity, high linearity, high directivity and angular accuracy, wide bandwidth SQUID array systems can be installed on moving platforms as it allows maintaining practical pointing alignment of directional antennas while vehicles and aircraft platforms are in motion. It will fit into platform space limitations to allow the installation of the multiple systems enabling low profiles to maintain a small visual and radar target silhouette; fitting into limited electronics rack space; energy-efficient to meet power production limitations on a moving vehicle (motor driven generators).less","749,929",2014,2016
0,Composite Transistor Array Vapor Sensor,United States Department of the Air Force,to Robert McDonald,"The Giner, Inc. Phase II program will implement a the Hybrid Sensor Array (HSA) working prototype based on sensor development and pulsed operating conditions developed in Phase I. The HSA uses combinations of semiconductor doped metal oxide materials developed at Giner, Inc. together with organometallic material developed at the University of California at San Diego (UCSD). The electronic properties of these materials are altered by contact with a wide variety of vapors, making them suitable for rugged, compact sensors. An integrated breadboard sensor array will be demonstrated for detection of trace levels of vapors which simulate the presence of chemical warfare agents and explosives residues. A design will be generated for fabrication of a compact, lightweight, portable battery operated unit for evaluation of selective analyte detection with live agents and realistic evaluation of power consumption and signal/noise ratio with pre-amplification and signal processing. The unit will include logic for signal processing to determine multiple vapors of interest with wireless communication to a PDA. Studies will be conducted to develop a fundamental understanding of how different vapors influence the electronic properties of the semiconductor materials. 6-12 Sensors in the array will be used for discrimination, sensitivity and reliability testing. BENEFIT: The detection and monitoring of vapors as indicators of the presence of explosive devices and chemical warfare agents is vital to homeland security and Department of Defense interests. Additional areas of commercial potential include industrial worker safety in manufacturing, air pollutant monitoring at home and in the workplace, and aides to medical treatments and diagnostics using breath analyzers. The principal competing technology consists of air sampling followed by gas chromatography, which can add considerable time to the delay in getting useful, timely results. Other methods rely on photoacoustic, Raman and absorption spectroscopy and fluorescence spectroscopy, which are expensive and potentially too cumbersome to use in portable sensors. The Giner, Inc./UCSD sensor arrays will be especially suitable for industrial safety and Homeland/Military Security needs, which require portable sensors, that are rugged and can operate in harsh environmental conditions with proper calibration and with minimal power demand. The experience that Giner, Inc. has in commercializing sensors is reflected in the successful licensing of its proton exchange membrane-based thick film sensor technology to Perkin-Elmer company (now EG&G) in 1999. Currently, Giner, Inc. is involved with the commercialization of a wrist-mounted, battery-operated transdermal sensor to monitor blood alcohol levels. This unit can be equipped with a wireless transmitter for remote logging.less","749,829",2009,2010
0,Composite Transistor Array Vapor Sensor,United States Department of the Air Force,to Robert McDonald,"The Giner, Inc. Phase II program will implement a the Hybrid Sensor Array (HSA™) working prototype based on sensor development and pulsed operating conditions developed in Phase I. The HSA™ uses combinations of semiconductor doped metal oxide materials developed at Giner, Inc. together with organometallic material developed at the University of California at San Diego (UCSD). The electronic properties of these materials are altered by contact with a wide variety of vapors, making them suitable for rugged, compact sensors. An integrated breadboard sensor array will be demonstrated for detection of trace levels of vapors which simulate the presence of chemical warfare agents and explosives residues. A design will be generated for fabrication of a compact, lightweight, portable battery operated unit for evaluation of selective analyte detection with live agents and realistic evaluation of power consumption and signal/noise ratio with pre-amplification and signal processing. The unit will include logic for signal processing to determine multiple vapors of interest with wireless communication to a PDA. Studies will be conducted to develop a fundamental understanding of how different vapors influence the electronic properties of the semiconductor materials. 6-12 Sensors in the array will be used for discrimination, sensitivity and reliability testing. BENEFIT: The detection and monitoring of vapors as indicators of the presence of explosive devices and chemical warfare agents is vital to homeland security and Department of Defense interests. Additional areas of commercial potential include industrial worker safety in manufacturing, air pollutant monitoring at home and in the workplace, and aides to medical treatments and diagnostics using breath analyzers. The principal competing technology consists of air sampling followed by gas chromatography, which can add considerable time to the delay in getting useful, timely results. Other methods rely on photoacoustic, Raman and absorption spectroscopy and fluorescence spectroscopy, which are expensive and potentially too cumbersome to use in portable sensors. The Giner, Inc./UCSD sensor arrays will be especially suitable for industrial safety and Homeland/Military Security needs, which require portable sensors, that are rugged and can operate in harsh environmental conditions with proper calibration and with minimal power demand. The experience that Giner, Inc. has in commercializing sensors is reflected in the successful licensing of its proton exchange membrane-based thick film sensor technology to Perkin-Elmer company (now EG&G) in 1999. Currently, Giner, Inc. is involved with the commercialization of a wrist-mounted, battery-operated transdermal sensor to monitor blood alcohol levels. This unit can be equipped with a wireless transmitter for remote logging.less","749,829",2009,2011
0,"Multi-Analyte, Wearable Chemical Nanosensor for Warfighter Physiological Status Monitor (WPSM)",United States Department of the Army,to Drew Barnett,"There is a large unmet need for low-power sensor systems. This is not due to a lack of transducers, for there are many physical properties of a molecule or nanostructure that can be harnessed to perform the basic sensing task. The absence is due to problems in integrating science with technology into a small, portable, packageable scale. While it is relatively easy for the instrument designer to incorporate capabilities to correct for zero-point drift, changing background matrix, or shifting environmental factors into a macroscopic analytical device, it is difficult to build such functions into a micro-scale device without significant power budget or other design penalties. This proposal aims to add such sophisticated functions into a small, low-power package using porous-silicon technology and to integrate this package into a body-worn, wireless sensor-system. The specific goal is to build a photonic material that acts as a low-power sensor for a broad class of volatile organic compounds (VOCs) while displaying relative immunity towards changes in relative humidity, the ability to differentiate between VOCs within the family that the sensor will detect and to provide a means of estimating the concentration of the VOC.less","749,771",2008,2010
0,Real-time In-situ Impact and Damage Locator in Anisotropic Aerospace Structures,United States Department of the Air Force,to Francesco di Scalea,"ABSTRACT: This Phase II proposal aims at developing and demonstrating the impact/damage monitoring technology whose feasibility was shown in Phase I. The project objective is to demonstrate a new technique based on piezoelectric rosette nodes for (1) locating the points of impact or growing damage in realistic aerospace structures, (2) identifying the magnitude of the impact force, and (3) discriminating whether an impact has caused structural damage or not. These capabilities are not available to date, with the necessary accuracy levels, for aerospace structures which are complex in either materials (anisotropic, etc..) or geometries (multilayered, tapered, etc..). Phase II work will culminate with the assembly and the demonstration of an impact/damage monitoring prototype with capabilities (1) through (3) above. The Phase II work will be performed by Avanti Tech, LLC and by the subcontractor University of California at San Diego. BENEFIT: Commercial applications of the proposed technology will be found in the structural monitoring of impact/damage-sensitive aerospace structures in the military sector (USAF, Army, Navy, Marines, etc) and in the civilian sector (Boeing 787, Airbus A380, etc..). The technology could also find applications in monitoring ship hulls, tanks, cars and other damage-sensitive structures.less","749,643",2010,2011
0,New Process for Space Qualified Electronic Components,United States Department of the Navy,to Carl Edwards,"The Navy is looking to increase the availability of space grade components, such as resistors, which are sometimes single sourced. While DoD originally was the driver for and major customer of electronics components in the 1960s, today the total DoD usage of electronics components is now lest than 1%. These economic realities have caused a current situation in which space programs have a limited and diminishing supplier base. Coupled with the stringent screening, qualification, documentation, and oversight of agencies such as DSCC, many commercial component suppliers have exited the DoD business as seen in Figure 1. This dependency on few suppliers is a well known problem and is highly undesirable. The purpose of this work is to provide a novel material and process set to provide a practical way to supply space qualified electronic components. Space Micro, as a developer and manufacturer of space qualified boards and subsystems, is acutely aware of the sourcing issues and challenges for space qualified components, ranging from rad hard microcircuits down to the passive parts e.g. (resistors and capacitors) cited in this solicitation. This work will focus on making a MIL-PRF-55182/6 resistor to demonstrate and proove out the approach, through reliability and ultimately flight testing.less","749,524",2012,2015
0,High Current Photodetector,Defense Advanced Research Projects Agency,to David Scott,"For many communication, applications the demand for more bandwidth is a never ending problem. Military system applications often can exceed commercial demands by an order of magnitude or more as SIGINT and IMINT data collection and transmission are keys to our National Security. Optical delivery of RF signals is an increasingly important topic for applications including RF antenna remoting, signal routing, CATV, wireless repeaters and tunnels, in-building coverage, and surveillance and reconnaissance. Communication systems using optical signals are a common approach for both military and commercial applications and advancements made for one application form the foundation for advancements in another application. In this phase II program, Archcom will develop fiber pigtailed photodiode modules with responsivities of 0.7A/W, bandwidths of 20GHz, photocurrent handling capabilities of 50mA, and output IP3s of 30dBm to target these applications. Archcom will also investigate advanced WGPD structures to increase the photocurrent handling capability to 100mA and the output IP3 to 60dBm.less","747,810",2007,2009
0,Scenario Based Radio Simulator and Analysis Tool,United States Department of the Navy,to Patrick Toole,"Toyon proposes to develop a scenario-based radio simulator and analysis tool which can be used to simulate, analyze, and test the next generation of mobile, multi-protocol tactical systems. The tool, based upon Toyons Geospatial Analysis Planning Support (GAPS) Toolbox, provides a geographic information system (GIS) framework complete with an intuitive graphical user interface, detailed 3-D environment models (terrain, foliage, buildings, and weather), dynamic vehicles, rapid line-of-sight algorithms, widely used communication models, and real-time network analysis. The simulator computes and outputs parameters for each RF channel (including multi-path values) as vehicles/radios move about the scenario, automatically selecting the most appropriate models for path loss, delay, Doppler shift, multipath, and fading. The simulator interfaces directly to a channel impairment emulator, and together (simulator and emulator) they provide the capability to evaluate wireless systems operating within a realistic scenario. In Phase I, we developed the prototype tool, built a relevant operational scenario, and demonstrated the real-time visualization of time varying RF link characteristics. In Phase II, we will complete and deliver the simulator, along with supporting datasets, external applications, and model libraries. We will advance the underlying algorithms and models, interface and test to multiple channel emulators, and demonstrate the real-time channel characterization capability.less","746,495",2012,2016
0,"Near-Inertial Mixing in NISKINE: Time Series of Shear, Microstructure and Air-Sea Fluxes from Wave-Powered Wirewalkers",United States Department of the Navy,to MATTHEW ALFORD,"In order to understand the time variability and causes of near-inertial mixing in the North Atlantic, three next-generation standalone shear and temperature microstructure instruments(???epsilometers or epsi???) will be placed on wave-powered Wirewalker profilers (???epsi- Wirewalkers; epsi-WW???) and deployed for periods of 2-3 months. These will augment othershipboard and autonomous assets in the NISKINE DRI and will assist in assembling a unified cradle-to-grave picture of the generation, propagation and dissipation of storm-generated nearinertialwaves in a moderate mesoscale field.less","738,068",2018,2023
0,Multiscale DDDAS with Emphasis on Aerospace Structures and Application to Unmanned Aerial Vehicles,United States Air Force,to Yuri Bazilevs,"The objective of the project is to develop capabilities for structural health monitoring as decision support methodology, to predict the onset of aircraft structural failures not only at design but at the operational cycle, and in addition apply actuation to mitigate the propagation of the damage, thus to increasing the durability of airvehicles, includign UAVs, and also increase the range of their capabilites, advances that are important given widespread adoption, both in the military and civilian aircraft design.less","735,972",2016,2019
0,Observations of Local Seychelles Circulation,United States Department of the Navy,to Eugene Pawlak,"The physical oceanography of the Seychelles is dominated by two distinctive features: strong shifts in monsoonal forcing that drive significant changes in regional circulation; and its unique geographic location atop the Mascarane Plateau, a broad shallow shelf bordered on all sides by deep ocean. These two components represent significant challenges for predictive modeling at local scales and point towards a number of important physical phenomena that are likely to be important. The islands thus present a valuable venue for development of analytical and numerical modeling capabilities for flow in complex environments. Seasonal changes in boundary conditions at the edges of the Mascarane Plateau suggest an important role for internal waves, with associated mixing and with residual energy radiation towards the center of the plateau. At longer timescales, we can expect that changes in the larger scale mesoscale structure will propagate inwards on the plateau via low-mode waves driving a phase-shifted seasonal relaxation of the low frequency local circulation. At shorter timescales, the shallow depths and complex bathymetry suggest that bottom friction, form drag and flow separation will play important roles in local scale momentum balances. Despite dedicated local efforts to sustainable marine resource use, Seychelles has been lacking in an observation physical oceanography program. Local physical oceanographic data for the Seychelles is scarce and little or no efforts have been undertaken for local modeling. Here we propose to address this data scarcity via an observational campaign focused on local Seychelles circulation, providing input for a separate numerical modeling effort. In addition, we propose a focused outreach effort that aims to develop local observational capabilities that can provide relevant basic data as input to operational modeling at local scales. The work will be closely coordinated with other ONR funded researchers to maximize the value of observations towards modeling efforts. The overarching goal for the proposed work is to develop predictive capabilities for physical oceanography for the Seychelles region in support of locally relevant marine applications while providing context for larger scale NASCar efforts. A key objective for the project is to establish local capacity for ocean observations in the Seychelles region that will lead to sustained longterm data collection efforts. In collaboration with local partners, we aim to further carry out an observational program that will provide a foundational data set for regional and local scale modeling efforts. The data set will be critical in identifying primary forcing mechanisms for local oceanography in a complex and relatively undersampled environment.less","735,683",2016,2019
0,Passive Acoustic Monitoring Systems to Support Long-Duration Soundscape Analyses,United States Department of the Navy,to D'Spain Gerald,"This research grant supports the development and constrution of autonomous passive acoustic monitoring (APAM) systems with wideband, directional capability for long-term (in excess of 3 mos. initially) deployments. The design of these systems is modular, reconfigurable, and expandable, and incorporates the latest developments in low-power data acquisition technology. Each APAM system will be comprised of 12 receiver channels arranged in groups of 4 to provide direction measurements at sample rates up to 50 kHz. A total of seven APAM systems have been proposed to support ONR and other programs that require long duration, high-bandwith, directional acoustic measurements from systems distributed over large study areas in the ocean.less","724,730",2016,Summarize
0,3-D acoustics around a penetrable seamount; fine-grained-sediment (mud) acoustics; very-low-frequenc,United States Department of the Navy,to Michael Buckingham,"This proposal addresses three research topics. 1) Theory of 3-D acoustic propagation around a penetrable, conical seamount. 2) The c,ontinued development of theoretical models of acoustic propagation in a fine-grained sediment, such as that at the New England Mud P,atch (NEMP). 3) Low-frequency (<< 100Hz) sediment sound speed determination from inversion of horizontal coherence of helicopter-hea,d-wave data that have already been collected using a Robinson R44 helicopter as the sound source.less","723,487",2022,2025
